epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,2137.68,1.41776,1.12727,1.47455,0.86587,0.81161,0.88311,0.52966,1.37877,0.81578,1.37991,0.008713,0.008713,0.008713
15,2290.91,1.40453,1.11573,1.46262,0.87813,0.8291,0.89583,0.53306,1.39046,0.78989,1.38156,0.008614,0.008614,0.008614
16,2443.93,1.39754,1.0959,1.45535,0.88991,0.83735,0.90494,0.54441,1.39133,0.73871,1.37851,0.008515,0.008515,0.008515
17,2595.65,1.39055,1.08841,1.45486,0.88429,0.84077,0.90554,0.55623,1.33459,0.7414,1.34574,0.008416,0.008416,0.008416
18,2749.94,1.39473,1.0815,1.45598,0.89306,0.84855,0.91055,0.56044,1.34253,0.71835,1.35542,0.008317,0.008317,0.008317
19,2903.52,1.37852,1.06623,1.44754,0.88874,0.8483,0.91109,0.56339,1.31698,0.7092,1.33754,0.008218,0.008218,0.008218
20,3058.2,1.3796,1.06913,1.44707,0.89152,0.85089,0.91309,0.56507,1.33248,0.71983,1.33749,0.008119,0.008119,0.008119
21,3214.63,1.36562,1.05829,1.44245,0.89037,0.84216,0.90956,0.56458,1.32817,0.72088,1.34197,0.00802,0.00802,0.00802
22,3371.97,1.36426,1.05611,1.44123,0.8949,0.84819,0.91218,0.55952,1.33214,0.69398,1.33868,0.007921,0.007921,0.007921
23,3528.89,1.36264,1.04087,1.43735,0.89424,0.85579,0.91368,0.56726,1.31182,0.69163,1.33224,0.007822,0.007822,0.007822
24,3682.79,1.34996,1.02531,1.42818,0.89994,0.86671,0.919,0.56847,1.34043,0.68238,1.33235,0.007723,0.007723,0.007723
25,3836.94,1.34293,1.01588,1.42363,0.89506,0.84939,0.91488,0.57584,1.31019,0.67168,1.32302,0.007624,0.007624,0.007624
26,3987.7,1.34993,1.01493,1.42473,0.89168,0.84223,0.9129,0.57489,1.29264,0.69053,1.31536,0.007525,0.007525,0.007525
27,4145.99,1.33599,1.00217,1.41339,0.8943,0.86474,0.92043,0.58144,1.2815,0.65902,1.30407,0.007426,0.007426,0.007426
28,4303,1.33237,0.99906,1.41217,0.89565,0.85768,0.91676,0.58029,1.29435,0.6726,1.3177,0.007327,0.007327,0.007327
29,4459.8,1.3299,0.99824,1.40999,0.89285,0.87104,0.9219,0.5909,1.26605,0.65256,1.29926,0.007228,0.007228,0.007228
30,4614.36,1.32766,0.98402,1.40615,0.90167,0.86624,0.92132,0.58692,1.28594,0.6507,1.31119,0.007129,0.007129,0.007129
31,4767.99,1.33022,0.99054,1.4107,0.90668,0.86541,0.92588,0.59183,1.27323,0.65298,1.30577,0.00703,0.00703,0.00703
32,4924.98,1.31616,0.97355,1.39903,0.90349,0.87521,0.92763,0.59534,1.26707,0.63108,1.29268,0.006931,0.006931,0.006931
33,5082.3,1.31184,0.97485,1.40141,0.90933,0.87693,0.92905,0.59879,1.25229,0.62798,1.28621,0.006832,0.006832,0.006832
34,5241.14,1.31076,0.97121,1.39882,0.90027,0.87534,0.92439,0.58884,1.27365,0.6429,1.3041,0.006733,0.006733,0.006733
35,5398.99,1.31028,0.96141,1.39908,0.90953,0.86969,0.92821,0.59272,1.26937,0.62654,1.29365,0.006634,0.006634,0.006634
36,5547.79,1.31188,0.9645,1.39708,0.91094,0.87294,0.92983,0.59688,1.26852,0.62386,1.28912,0.006535,0.006535,0.006535
37,5699,1.30976,0.96795,1.39757,0.91055,0.87441,0.93121,0.60274,1.24956,0.61515,1.28458,0.006436,0.006436,0.006436
38,5852.22,1.29656,0.94683,1.38558,0.89556,0.87917,0.93063,0.59851,1.27031,0.61701,1.29262,0.006337,0.006337,0.006337
39,6012.38,1.28989,0.94831,1.38215,0.91003,0.87834,0.93218,0.60432,1.24549,0.61113,1.28328,0.006238,0.006238,0.006238
40,6165.85,1.2902,0.94081,1.3841,0.91409,0.87198,0.93079,0.60189,1.24766,0.6186,1.28388,0.006139,0.006139,0.006139
41,6319.38,1.28448,0.93868,1.37686,0.91347,0.88228,0.93521,0.60631,1.24749,0.60614,1.28214,0.00604,0.00604,0.00604
42,6473.38,1.28722,0.92935,1.375,0.90912,0.88467,0.93444,0.6048,1.24852,0.61015,1.28476,0.005941,0.005941,0.005941
43,6628.5,1.29069,0.93854,1.38054,0.91595,0.87936,0.93406,0.60545,1.25764,0.60037,1.28665,0.005842,0.005842,0.005842
44,6781.17,1.28205,0.9269,1.37214,0.90702,0.88308,0.93353,0.60719,1.23432,0.60441,1.26819,0.005743,0.005743,0.005743
45,6936.92,1.28118,0.9258,1.37248,0.91094,0.88251,0.93492,0.61002,1.23627,0.59835,1.27675,0.005644,0.005644,0.005644
46,7094.71,1.27396,0.91921,1.3692,0.90959,0.88441,0.93353,0.60724,1.2432,0.60064,1.27389,0.005545,0.005545,0.005545
47,7251.56,1.27293,0.91733,1.37153,0.91153,0.88391,0.93653,0.60948,1.24691,0.58938,1.27682,0.005446,0.005446,0.005446
48,7405.41,1.27252,0.91327,1.36988,0.91051,0.88756,0.9353,0.60967,1.24063,0.5892,1.27347,0.005347,0.005347,0.005347
49,7570.02,1.26471,0.90983,1.36289,0.91319,0.88719,0.93748,0.61156,1.23981,0.58696,1.27064,0.005248,0.005248,0.005248
50,7727.21,1.27245,0.90955,1.36786,0.91033,0.88936,0.93694,0.61377,1.22752,0.58447,1.26714,0.005149,0.005149,0.005149
51,7879.79,1.26368,0.90679,1.36296,0.9139,0.88985,0.93633,0.61703,1.21948,0.58031,1.26207,0.00505,0.00505,0.00505
52,8036.71,1.26171,0.89814,1.36253,0.92034,0.8875,0.94013,0.62012,1.21554,0.57883,1.25832,0.004951,0.004951,0.004951
53,8191.71,1.26214,0.89761,1.363,0.91156,0.89702,0.9401,0.62042,1.22663,0.5738,1.26234,0.004852,0.004852,0.004852
54,8348.24,1.26043,0.8987,1.35936,0.91586,0.89584,0.94054,0.61992,1.22657,0.56749,1.26409,0.004753,0.004753,0.004753
55,8505.09,1.25526,0.88862,1.35599,0.91954,0.89157,0.94047,0.62086,1.22351,0.57155,1.26033,0.004654,0.004654,0.004654
56,8659.88,1.2553,0.89019,1.35469,0.91803,0.89829,0.9409,0.61938,1.22281,0.5728,1.26044,0.004555,0.004555,0.004555
57,8813.62,1.24649,0.87993,1.34901,0.9189,0.89341,0.94,0.61987,1.21857,0.56922,1.25672,0.004456,0.004456,0.004456
58,8969.01,1.25282,0.89148,1.35547,0.91369,0.89922,0.94002,0.62378,1.20705,0.56964,1.252,0.004357,0.004357,0.004357
59,9123.09,1.23095,0.86992,1.33826,0.91529,0.89777,0.94104,0.62291,1.21209,0.56787,1.25258,0.004258,0.004258,0.004258
60,9276.87,1.24771,0.88369,1.35088,0.9217,0.89317,0.94243,0.6272,1.20596,0.56154,1.25076,0.004159,0.004159,0.004159
61,9431.93,1.24758,0.88448,1.34934,0.91396,0.89538,0.94032,0.62341,1.21553,0.56111,1.25443,0.00406,0.00406,0.00406
62,9585.89,1.2434,0.87669,1.3428,0.91493,0.89791,0.94134,0.62409,1.21965,0.56147,1.25692,0.003961,0.003961,0.003961
63,9742.27,1.23875,0.86842,1.34179,0.91811,0.89685,0.94239,0.62583,1.2145,0.56084,1.25248,0.003862,0.003862,0.003862
64,9897.1,1.22846,0.86359,1.33491,0.91992,0.8985,0.94338,0.62673,1.20968,0.55881,1.25097,0.003763,0.003763,0.003763
65,10050.2,1.2307,0.86112,1.33597,0.91625,0.89973,0.94255,0.62586,1.20977,0.55774,1.25103,0.003664,0.003664,0.003664
66,10205.2,1.23202,0.8686,1.33957,0.91873,0.89356,0.94163,0.62633,1.21202,0.55756,1.25279,0.003565,0.003565,0.003565
67,10359.1,1.22854,0.8579,1.33361,0.91366,0.90201,0.94229,0.62708,1.20902,0.55494,1.25015,0.003466,0.003466,0.003466
68,10513.1,1.22864,0.8612,1.33597,0.9193,0.90011,0.94395,0.6291,1.20311,0.55506,1.24737,0.003367,0.003367,0.003367
69,10666.9,1.22223,0.85049,1.33368,0.92016,0.89707,0.94433,0.62848,1.2032,0.55348,1.24816,0.003268,0.003268,0.003268
70,10822.6,1.21753,0.84953,1.3304,0.91811,0.90073,0.94398,0.63223,1.1979,0.5474,1.24426,0.003169,0.003169,0.003169
71,10975.8,1.22067,0.84974,1.33074,0.92759,0.89594,0.94482,0.63168,1.19695,0.54471,1.24377,0.00307,0.00307,0.00307
72,11130.9,1.21368,0.83586,1.32638,0.92301,0.89937,0.94509,0.6318,1.19894,0.5447,1.24412,0.002971,0.002971,0.002971
73,11278.1,1.20895,0.84409,1.32343,0.92728,0.89809,0.9449,0.63066,1.20633,0.54416,1.24664,0.002872,0.002872,0.002872
74,11426.9,1.20618,0.8448,1.32251,0.92049,0.90357,0.94484,0.63053,1.20616,0.54334,1.24798,0.002773,0.002773,0.002773
75,11574.2,1.20884,0.83505,1.32197,0.9212,0.90634,0.94535,0.62979,1.20647,0.5421,1.24849,0.002674,0.002674,0.002674
76,11720.8,1.20114,0.83,1.31807,0.92434,0.90372,0.94518,0.63122,1.20398,0.54104,1.24739,0.002575,0.002575,0.002575
77,11867.7,1.21032,0.83176,1.32126,0.92259,0.90329,0.94435,0.63025,1.20158,0.54206,1.24508,0.002476,0.002476,0.002476
78,12015,1.19279,0.82938,1.31164,0.9208,0.90563,0.94481,0.63186,1.20019,0.54161,1.24346,0.002377,0.002377,0.002377
79,12160.1,1.20326,0.82937,1.31879,0.92086,0.90515,0.94561,0.63232,1.20051,0.53945,1.24302,0.002278,0.002278,0.002278
80,12305,1.1892,0.82357,1.31371,0.92212,0.9031,0.94576,0.63378,1.19733,0.53901,1.24296,0.002179,0.002179,0.002179
81,12451.9,1.18796,0.81399,1.31019,0.92338,0.903,0.94559,0.63329,1.19641,0.53796,1.24294,0.00208,0.00208,0.00208
82,12608.1,1.19794,0.82002,1.31549,0.92093,0.90555,0.94581,0.63373,1.19393,0.5365,1.24116,0.001981,0.001981,0.001981
83,12763.9,1.18583,0.80763,1.30566,0.92211,0.90584,0.94638,0.63435,1.19313,0.53586,1.2407,0.001882,0.001882,0.001882
84,12912.9,1.18924,0.81255,1.31115,0.92296,0.90643,0.94608,0.63444,1.19218,0.53581,1.23873,0.001783,0.001783,0.001783
85,13062.1,1.17996,0.80648,1.30176,0.92144,0.90833,0.94566,0.63412,1.19215,0.5346,1.23812,0.001684,0.001684,0.001684
86,13209.8,1.18048,0.81095,1.30606,0.92148,0.90782,0.94508,0.63397,1.19227,0.53474,1.23839,0.001585,0.001585,0.001585
87,13358.1,1.18347,0.80983,1.30647,0.91897,0.91181,0.94502,0.63339,1.19238,0.53533,1.23913,0.001486,0.001486,0.001486
88,13505.6,1.17488,0.79936,1.29727,0.92077,0.90991,0.94509,0.63368,1.19327,0.53407,1.23994,0.001387,0.001387,0.001387
89,13653.2,1.17963,0.80175,1.30276,0.92082,0.91106,0.94502,0.63452,1.193,0.53412,1.23953,0.001288,0.001288,0.001288
90,13801,1.17189,0.80321,1.29731,0.91704,0.91207,0.94531,0.63443,1.19332,0.53395,1.24001,0.001189,0.001189,0.001189
91,13944.4,1.02123,0.49454,1.18421,0.91802,0.9106,0.94581,0.634,1.19403,0.53393,1.24001,0.00109,0.00109,0.00109
92,14088.2,1.01762,0.48432,1.18041,0.91679,0.9112,0.94608,0.63436,1.19445,0.53507,1.23997,0.000991,0.000991,0.000991
93,14232,1.00668,0.4745,1.17671,0.91816,0.91415,0.9466,0.63439,1.19345,0.53509,1.23904,0.000892,0.000892,0.000892
94,14375.4,1.00531,0.47272,1.17443,0.91734,0.91334,0.94675,0.63442,1.19494,0.53453,1.24,0.000793,0.000793,0.000793
95,14519.1,1.00162,0.46808,1.17063,0.91946,0.91199,0.94674,0.63426,1.1954,0.53408,1.24018,0.000694,0.000694,0.000694
96,14668.4,0.99065,0.46317,1.16645,0.92318,0.9111,0.94767,0.63449,1.19602,0.53372,1.24143,0.000595,0.000595,0.000595
97,14820.6,0.98697,0.45974,1.16227,0.92058,0.91428,0.94678,0.63426,1.1965,0.5335,1.24234,0.000496,0.000496,0.000496
98,14971.9,0.99183,0.45913,1.1657,0.92141,0.91274,0.94703,0.63403,1.19708,0.53322,1.24305,0.000397,0.000397,0.000397
99,15128,0.98518,0.4542,1.16061,0.92054,0.91381,0.94699,0.63377,1.19738,0.53303,1.24333,0.000298,0.000298,0.000298
100,15282.7,0.97866,0.45564,1.15754,0.92166,0.91254,0.94702,0.63408,1.19768,0.5329,1.24382,0.000199,0.000199,0.000199
