epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,4511.2,1.3168,0.9744,1.39663,0.90011,0.8816,0.92917,0.59825,1.26813,0.6396,1.29747,0.00703,0.00703,0.00703
32,4654.61,1.30015,0.96092,1.38422,0.90885,0.88436,0.93102,0.59465,1.27606,0.63052,1.2914,0.006931,0.006931,0.006931
33,4797.63,1.29722,0.9643,1.3878,0.90456,0.88428,0.93108,0.60439,1.24526,0.61856,1.27654,0.006832,0.006832,0.006832
34,4940.87,1.29742,0.95783,1.38405,0.90361,0.87397,0.92869,0.59775,1.24926,0.63279,1.28009,0.006733,0.006733,0.006733
35,5084.14,1.29338,0.94529,1.38237,0.92073,0.87074,0.93212,0.59919,1.26211,0.61645,1.2864,0.006634,0.006634,0.006634
36,5226.77,1.29446,0.94589,1.38248,0.90804,0.88134,0.92908,0.60355,1.24819,0.60872,1.27502,0.006535,0.006535,0.006535
37,5369.43,1.29307,0.94946,1.37994,0.91413,0.88294,0.93333,0.60715,1.24258,0.60791,1.2753,0.006436,0.006436,0.006436
38,5513.01,1.27873,0.93071,1.36954,0.91508,0.87435,0.93064,0.60563,1.24071,0.60921,1.26989,0.006337,0.006337,0.006337
39,5655.25,1.2764,0.93147,1.3678,0.91219,0.87824,0.93229,0.60754,1.2309,0.60754,1.2693,0.006238,0.006238,0.006238
40,5797.86,1.27574,0.92102,1.36788,0.9169,0.88061,0.93441,0.60747,1.23974,0.60334,1.2739,0.006139,0.006139,0.006139
41,5940.97,1.26956,0.91818,1.35939,0.91579,0.88294,0.93511,0.61251,1.2311,0.59638,1.26594,0.00604,0.00604,0.00604
42,6084.09,1.27131,0.91468,1.36045,0.91328,0.88478,0.93583,0.61148,1.22838,0.60078,1.26574,0.005941,0.005941,0.005941
43,6227.81,1.27316,0.92321,1.36438,0.9143,0.88644,0.93533,0.61115,1.24127,0.59387,1.2711,0.005842,0.005842,0.005842
44,6372.33,1.26974,0.91081,1.3613,0.91443,0.88805,0.93686,0.61515,1.22077,0.58571,1.25913,0.005743,0.005743,0.005743
45,6516.21,1.26956,0.90833,1.35769,0.91795,0.88748,0.9353,0.61777,1.21859,0.58487,1.26246,0.005644,0.005644,0.005644
46,6659.91,1.25571,0.90195,1.35084,0.9163,0.88748,0.93598,0.61525,1.21823,0.58379,1.2591,0.005545,0.005545,0.005545
47,6803.65,1.25913,0.90143,1.35395,0.92178,0.88634,0.93834,0.6149,1.23639,0.57776,1.26658,0.005446,0.005446,0.005446
48,6947.7,1.25274,0.90111,1.35204,0.91518,0.89174,0.93671,0.61777,1.22245,0.57809,1.25911,0.005347,0.005347,0.005347
49,7090.92,1.24938,0.89115,1.34684,0.92338,0.88575,0.93968,0.61747,1.22098,0.58104,1.25747,0.005248,0.005248,0.005248
50,7234.68,1.25497,0.89292,1.35132,0.92633,0.88452,0.9401,0.61765,1.22132,0.5765,1.25671,0.005149,0.005149,0.005149
51,7377.99,1.24798,0.89045,1.34698,0.91724,0.88414,0.93719,0.61961,1.21308,0.57953,1.25462,0.00505,0.00505,0.00505
52,7521.37,1.24688,0.87733,1.34524,0.92223,0.888,0.94055,0.6231,1.21265,0.57267,1.24924,0.004951,0.004951,0.004951
53,7665.73,1.2464,0.88178,1.34578,0.92068,0.8928,0.94073,0.62394,1.20946,0.57256,1.25043,0.004852,0.004852,0.004852
54,7809.95,1.24655,0.87922,1.34048,0.91897,0.89284,0.93985,0.62465,1.2114,0.56435,1.24872,0.004753,0.004753,0.004753
55,7954.07,1.23982,0.87506,1.34047,0.9277,0.88559,0.94055,0.6238,1.21103,0.56785,1.25209,0.004654,0.004654,0.004654
56,8098.56,1.23605,0.87243,1.33799,0.92688,0.89017,0.9409,0.62678,1.1976,0.56471,1.24482,0.004555,0.004555,0.004555
57,8242.37,1.22941,0.8674,1.3358,0.92232,0.89217,0.94051,0.62723,1.19881,0.56422,1.24182,0.004456,0.004456,0.004456
58,8386.52,1.23767,0.87236,1.33905,0.92441,0.89134,0.94215,0.62648,1.19738,0.56249,1.23867,0.004357,0.004357,0.004357
59,8531.3,1.21536,0.84847,1.32315,0.92433,0.89073,0.94048,0.62422,1.20677,0.55999,1.24599,0.004258,0.004258,0.004258
60,8675.19,1.23513,0.86456,1.33607,0.92018,0.89233,0.94029,0.62789,1.19431,0.55969,1.24054,0.004159,0.004159,0.004159
61,8819.09,1.22904,0.86666,1.3337,0.92619,0.88849,0.94227,0.62786,1.20214,0.55686,1.24394,0.00406,0.00406,0.00406
62,8963,1.22987,0.85954,1.32863,0.92039,0.89469,0.94205,0.62791,1.20202,0.55165,1.243,0.003961,0.003961,0.003961
63,9107.39,1.22095,0.85249,1.32389,0.92937,0.88714,0.94236,0.62863,1.19502,0.55331,1.23919,0.003862,0.003862,0.003862
64,9250.98,1.21152,0.8457,1.32046,0.92217,0.89208,0.94228,0.62923,1.19372,0.55153,1.23923,0.003763,0.003763,0.003763
65,9394.34,1.21697,0.84627,1.32164,0.92593,0.8907,0.94255,0.63098,1.19696,0.55125,1.24029,0.003664,0.003664,0.003664
66,9537.98,1.21631,0.84872,1.32234,0.91786,0.89775,0.9421,0.62997,1.19948,0.55128,1.24129,0.003565,0.003565,0.003565
67,9681.76,1.21265,0.84107,1.31993,0.91405,0.90225,0.94197,0.63041,1.19795,0.54886,1.23901,0.003466,0.003466,0.003466
68,9825.65,1.21394,0.84944,1.32345,0.92054,0.89783,0.94212,0.63073,1.19431,0.54921,1.23895,0.003367,0.003367,0.003367
69,9969.84,1.20535,0.83856,1.31806,0.92832,0.8902,0.94226,0.62998,1.19552,0.54842,1.23992,0.003268,0.003268,0.003268
70,10113.7,1.20434,0.8374,1.31815,0.92783,0.89047,0.94224,0.63165,1.19459,0.54317,1.23976,0.003169,0.003169,0.003169
71,10257.5,1.20221,0.83548,1.31667,0.92685,0.89675,0.94389,0.63154,1.19381,0.54153,1.23936,0.00307,0.00307,0.00307
72,10401.6,1.19692,0.82321,1.31193,0.92215,0.90156,0.94472,0.63147,1.19217,0.54099,1.23774,0.002971,0.002971,0.002971
73,10545.4,1.19508,0.82868,1.3146,0.9199,0.90046,0.94404,0.63072,1.19395,0.54105,1.23875,0.002872,0.002872,0.002872
74,10689.5,1.19028,0.82993,1.30849,0.91967,0.90083,0.94356,0.6318,1.19259,0.53993,1.2372,0.002773,0.002773,0.002773
75,10833.6,1.19033,0.81771,1.30613,0.9187,0.90304,0.94369,0.63094,1.19346,0.53993,1.23774,0.002674,0.002674,0.002674
76,10977.3,1.18657,0.81325,1.30455,0.92531,0.89845,0.94351,0.63224,1.19082,0.53775,1.23704,0.002575,0.002575,0.002575
77,11121.7,1.19341,0.81504,1.30638,0.92536,0.89797,0.94356,0.63225,1.19081,0.53724,1.23681,0.002476,0.002476,0.002476
78,11265.7,1.17853,0.81437,1.29941,0.92339,0.89801,0.94352,0.63291,1.1886,0.53741,1.23474,0.002377,0.002377,0.002377
79,11409.9,1.18782,0.81649,1.30573,0.92517,0.89934,0.94449,0.63433,1.18969,0.53611,1.23507,0.002278,0.002278,0.002278
80,11554,1.17595,0.8084,1.29935,0.92117,0.89862,0.94412,0.63477,1.19078,0.53595,1.23539,0.002179,0.002179,0.002179
81,11698.3,1.17467,0.79753,1.29563,0.92621,0.89695,0.94391,0.63407,1.18956,0.53564,1.23474,0.00208,0.00208,0.00208
82,11842.4,1.18202,0.80868,1.30179,0.92418,0.90047,0.94489,0.63495,1.18765,0.53539,1.23383,0.001981,0.001981,0.001981
83,11986.2,1.16959,0.79542,1.29099,0.92784,0.89791,0.9452,0.63516,1.18745,0.53506,1.2336,0.001882,0.001882,0.001882
84,12130.4,1.17255,0.80013,1.29664,0.92617,0.89777,0.94572,0.63544,1.18712,0.53508,1.23343,0.001783,0.001783,0.001783
85,12274.7,1.16623,0.79666,1.28967,0.92572,0.89976,0.94501,0.63526,1.18638,0.53428,1.23288,0.001684,0.001684,0.001684
86,12418.9,1.16477,0.79718,1.29173,0.92415,0.89962,0.94533,0.63493,1.18713,0.53364,1.23312,0.001585,0.001585,0.001585
87,12562.7,1.16876,0.79557,1.29278,0.92792,0.89484,0.94551,0.6354,1.18779,0.53363,1.2332,0.001486,0.001486,0.001486
88,12706.7,1.15945,0.78735,1.28335,0.9274,0.8968,0.94607,0.63602,1.18826,0.53183,1.2335,0.001387,0.001387,0.001387
89,12850.4,1.16325,0.7911,1.28928,0.92633,0.898,0.94582,0.63659,1.18757,0.53186,1.23311,0.001288,0.001288,0.001288
90,12993.6,1.15673,0.79023,1.28409,0.9275,0.89508,0.94539,0.63638,1.18753,0.53089,1.23361,0.001189,0.001189,0.001189
91,13133.8,1.00139,0.48568,1.16625,0.92451,0.89849,0.94541,0.63596,1.18721,0.53127,1.23292,0.00109,0.00109,0.00109
92,13274,0.99651,0.47223,1.16188,0.92229,0.90208,0.94565,0.63617,1.18819,0.53182,1.23331,0.000991,0.000991,0.000991
93,13414,0.98617,0.46704,1.15974,0.9249,0.90123,0.94563,0.63556,1.18805,0.53187,1.23303,0.000892,0.000892,0.000892
94,13554.6,0.98196,0.46202,1.15485,0.92538,0.90135,0.94587,0.63512,1.18865,0.5318,1.23367,0.000793,0.000793,0.000793
95,13694.7,0.97769,0.45715,1.15115,0.92664,0.90154,0.9461,0.63545,1.18881,0.53181,1.23426,0.000694,0.000694,0.000694
96,13834.7,0.97177,0.45548,1.1502,0.92591,0.90178,0.94576,0.63536,1.18839,0.53246,1.23451,0.000595,0.000595,0.000595
97,13974.4,0.96829,0.45272,1.14534,0.92548,0.90168,0.94575,0.63517,1.18882,0.53255,1.23538,0.000496,0.000496,0.000496
98,14114.3,0.97187,0.45257,1.1492,0.92722,0.90059,0.94578,0.63523,1.18909,0.53229,1.23576,0.000397,0.000397,0.000397
99,14253.9,0.96347,0.4475,1.14196,0.92784,0.89908,0.94526,0.63474,1.18949,0.53216,1.23631,0.000298,0.000298,0.000298
100,14394.3,0.95742,0.44746,1.14118,0.92933,0.89806,0.9454,0.63437,1.18932,0.5323,1.23637,0.000199,0.000199,0.000199
